SYMBOL	ENSEMBL	ENTREZID	GENENAME
KRTAP5-2	ENSG00000205867	440021	keratin associated protein 5-2
KRTAP5-2	ENSG00000281533	440021	keratin associated protein 5-2
KRTAP5-2	ENSG00000278489	440021	keratin associated protein 5-2
OR8J1	ENSG00000172487	219477	olfactory receptor family 8 subfamily J member 1
OR8J1	ENSG00000262796	219477	olfactory receptor family 8 subfamily J member 1
SLC46A3	ENSG00000139508	283537	solute carrier family 46 member 3
MARCO	ENSG00000019169	8685	macrophage receptor with collagenous structure
BHLHA15	ENSG00000180535	168620	basic helix-loop-helix family member a15
ANO8	ENSG00000074855	57719	anoctamin 8
DLD	ENSG00000091140	1738	dihydrolipoamide dehydrogenase
PAM	ENSG00000145730	5066	peptidylglycine alpha-amidating monooxygenase
ACER1	ENSG00000167769	125981	alkaline ceramidase 1
DYNC1H1	ENSG00000197102	1778	dynein cytoplasmic 1 heavy chain 1
TGIF1	ENSG00000177426	7050	TGFB induced factor homeobox 1
FYB	NA	NA	NA
IBSP	ENSG00000029559	3381	integrin binding sialoprotein
NDUFS6	ENSG00000145494	4726	NADH:ubiquinone oxidoreductase subunit S6
GLYATL2	ENSG00000156689	219970	glycine-N-acyltransferase like 2
BLK	ENSG00000136573	640	BLK proto-oncogene, Src family tyrosine kinase
BLK	ENSG00000285369	640	BLK proto-oncogene, Src family tyrosine kinase
GABARAP	ENSG00000170296	11337	GABA type A receptor-associated protein
CCDC155	ENSG00000161609	147872	coiled-coil domain containing 155
CCDC54	ENSG00000138483	84692	coiled-coil domain containing 54
SSBP1	ENSG00000106028	6742	single stranded DNA binding protein 1
SSBP1	ENSG00000262771	6742	single stranded DNA binding protein 1
SCARF1	ENSG00000074660	8578	scavenger receptor class F member 1
SCARF1	ENSG00000276336	8578	scavenger receptor class F member 1
CDH5	ENSG00000179776	1003	cadherin 5
FGF2	ENSG00000138685	2247	fibroblast growth factor 2
ZNF230	ENSG00000159882	7773	zinc finger protein 230
UPF3B	ENSG00000125351	65109	UPF3B, regulator of nonsense mediated mRNA decay
OR2W5	ENSG00000203664	441932	olfactory receptor family 2 subfamily W member 5 (gene/pseudogene)
DNAJC25-GNG10	ENSG00000244115	552891	DNAJC25-GNG10 readthrough
SPDYA	ENSG00000163806	245711	speedy/RINGO cell cycle regulator family member A
BANP	ENSG00000172530	54971	BTG3 associated nuclear protein
CAPZA1	ENSG00000116489	829	capping actin protein of muscle Z-line subunit alpha 1
TAMM41	ENSG00000144559	132001	TAM41 mitochondrial translocator assembly and maintenance homolog
TAMM41	ENSG00000279643	132001	TAM41 mitochondrial translocator assembly and maintenance homolog
LIMK2	ENSG00000182541	3985	LIM domain kinase 2
SYDE1	ENSG00000105137	85360	synapse defective Rho GTPase homolog 1
PTGES3	ENSG00000110958	10728	prostaglandin E synthase 3
COA4	ENSG00000181924	51287	cytochrome c oxidase assembly factor 4 homolog
ARL2BP	ENSG00000102931	23568	ADP ribosylation factor like GTPase 2 binding protein
USP18	ENSG00000184979	11274	ubiquitin specific peptidase 18
ECM2	ENSG00000106823	1842	extracellular matrix protein 2
LYPLAL1	ENSG00000143353	127018	lysophospholipase like 1
SLC46A2	ENSG00000119457	57864	solute carrier family 46 member 2
SNX1	ENSG00000028528	6642	sorting nexin 1
PARN	ENSG00000140694	5073	poly(A)-specific ribonuclease
PARN	ENSG00000274829	5073	poly(A)-specific ribonuclease
ERP44	ENSG00000023318	23071	endoplasmic reticulum protein 44
FAM57B	ENSG00000149926	83723	family with sequence similarity 57 member B
METTL13	NA	NA	NA
KCNS1	ENSG00000124134	3787	potassium voltage-gated channel modifier subfamily S member 1
CMC4	ENSG00000182712	100272147	C-X9-C motif containing 4
WSB1	ENSG00000109046	26118	WD repeat and SOCS box containing 1
ADRA2B	ENSG00000274286	151	adrenoceptor alpha 2B
DUSP11	ENSG00000144048	8446	dual specificity phosphatase 11
ZNF562	ENSG00000171466	54811	zinc finger protein 562
CCT7	ENSG00000135624	10574	chaperonin containing TCP1 subunit 7
PITPNA	ENSG00000174238	5306	phosphatidylinositol transfer protein alpha
MRPL1	ENSG00000169288	65008	mitochondrial ribosomal protein L1
PCDHB12	ENSG00000120328	56124	protocadherin beta 12
KCTD8	ENSG00000183783	386617	potassium channel tetramerization domain containing 8
POLR1B	ENSG00000125630	84172	RNA polymerase I subunit B
SNTN	ENSG00000188817	132203	sentan, cilia apical structure protein
ASNA1	ENSG00000198356	439	arsA arsenite transporter, ATP-binding, homolog 1 (bacterial)
FAM171A2	ENSG00000161682	284069	family with sequence similarity 171 member A2
SYP	ENSG00000102003	6855	synaptophysin
KRT26	ENSG00000186393	353288	keratin 26
ZNF335	ENSG00000198026	63925	zinc finger protein 335
OR4N5	ENSG00000184394	390437	olfactory receptor family 4 subfamily N member 5
OPALIN	ENSG00000197430	93377	oligodendrocytic myelin paranodal and inner loop protein
MPI	ENSG00000178802	4351	mannose phosphate isomerase
SUPT16H	ENSG00000092201	11198	SPT16 homolog, facilitates chromatin remodeling subunit
RARRES1	ENSG00000118849	5918	retinoic acid receptor responder 1
DHX9	ENSG00000135829	1660	DExH-box helicase 9
PSTPIP2	ENSG00000152229	9050	proline-serine-threonine phosphatase interacting protein 2
XPR1	ENSG00000143324	9213	xenotropic and polytropic retrovirus receptor 1
SRR	ENSG00000167720	63826	serine racemase
SS18L2	ENSG00000008324	51188	SS18 like 2
SMIM17	ENSG00000268182	147670	small integral membrane protein 17
TMEM74B	ENSG00000125895	55321	transmembrane protein 74B
ABCB7	ENSG00000131269	22	ATP binding cassette subfamily B member 7
CSK	ENSG00000103653	1445	C-terminal Src kinase
PLEC	ENSG00000178209	5339	plectin
SEC23B	ENSG00000101310	10483	Sec23 homolog B, coat complex II component
ABCA6	ENSG00000154262	23460	ATP binding cassette subfamily A member 6
SLC1A7	ENSG00000162383	6512	solute carrier family 1 member 7
FNIP1	ENSG00000217128	96459	folliculin interacting protein 1
LOC102724957	ENSG00000254695	102724957	uncharacterized LOC102724957
DRAM2	ENSG00000156171	128338	DNA damage regulated autophagy modulator 2
NOL8	ENSG00000198000	55035	nucleolar protein 8
FAM9C	ENSG00000187268	171484	family with sequence similarity 9 member C
TRIM43	ENSG00000144015	129868	tripartite motif containing 43
ROPN1	ENSG00000065371	54763	rhophilin associated tail protein 1
GTF3C1	ENSG00000077235	2975	general transcription factor IIIC subunit 1
IGF2BP1	ENSG00000159217	10642	insulin like growth factor 2 mRNA binding protein 1
OR2A14	ENSG00000221938	135941	olfactory receptor family 2 subfamily A member 14
OR2A14	ENSG00000284891	135941	olfactory receptor family 2 subfamily A member 14
MON2	ENSG00000061987	23041	MON2 homolog, regulator of endosome-to-Golgi trafficking
CERS2	ENSG00000143418	29956	ceramide synthase 2
CIART	ENSG00000159208	148523	circadian associated repressor of transcription
SLC25A31	ENSG00000151475	83447	solute carrier family 25 member 31
PHF6	ENSG00000156531	84295	PHD finger protein 6
CES5A	ENSG00000159398	221223	carboxylesterase 5A
CES5A	ENSG00000261972	221223	carboxylesterase 5A
ADAM19	ENSG00000135074	8728	ADAM metallopeptidase domain 19
CCBL2	NA	NA	NA
SSFA2	NA	NA	NA
HPSE	ENSG00000173083	10855	heparanase
ATP13A4	ENSG00000127249	84239	ATPase 13A4
LPAR4	ENSG00000147145	2846	lysophosphatidic acid receptor 4
SNRK	ENSG00000163788	54861	SNF related kinase
PARK2	NA	NA	NA
MGP	ENSG00000111341	4256	matrix Gla protein
PRMT9	ENSG00000164169	90826	protein arginine methyltransferase 9
TPTE2	ENSG00000132958	93492	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2
SIX3	ENSG00000138083	6496	SIX homeobox 3
NAPG	ENSG00000134265	8774	NSF attachment protein gamma
WDR19	ENSG00000157796	57728	WD repeat domain 19
MTFP1	ENSG00000242114	51537	mitochondrial fission process 1
SPACA1	ENSG00000118434	81833	sperm acrosome associated 1
BPGM	ENSG00000172331	669	bisphosphoglycerate mutase
SLC6A20	ENSG00000163817	54716	solute carrier family 6 member 20
CCKAR	ENSG00000163394	886	cholecystokinin A receptor
GRM5	ENSG00000168959	2915	glutamate metabotropic receptor 5
P4HA2	ENSG00000072682	8974	prolyl 4-hydroxylase subunit alpha 2
TMEM2	NA	NA	NA
MGAT5B	ENSG00000167889	146664	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
HAUS4	ENSG00000092036	54930	HAUS augmin like complex subunit 4
SLC25A26	ENSG00000144741	115286	solute carrier family 25 member 26
SLC25A26	ENSG00000282739	115286	solute carrier family 25 member 26
PICK1	ENSG00000100151	9463	protein interacting with PRKCA 1
BTBD19	ENSG00000222009	149478	BTB domain containing 19
RPP40	ENSG00000124787	10799	ribonuclease P/MRP subunit p40
ALG1L	ENSG00000189366	200810	ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase like
MIF	ENSG00000240972	4282	macrophage migration inhibitory factor
MIF	ENSG00000276701	4282	macrophage migration inhibitory factor
CLDN19	ENSG00000164007	149461	claudin 19
COPE	ENSG00000105669	11316	coatomer protein complex subunit epsilon
SLC22A8	ENSG00000149452	9376	solute carrier family 22 member 8
ID3	ENSG00000117318	3399	inhibitor of DNA binding 3, HLH protein
ID3	ENSG00000283060	3399	inhibitor of DNA binding 3, HLH protein
ADAMTS15	ENSG00000166106	170689	ADAM metallopeptidase with thrombospondin type 1 motif 15
CEACAM16	ENSG00000213892	388551	carcinoembryonic antigen related cell adhesion molecule 16
RAD1	ENSG00000113456	5810	RAD1 checkpoint DNA exonuclease
SLC27A2	ENSG00000140284	11001	solute carrier family 27 member 2
FHL2	ENSG00000115641	2274	four and a half LIM domains 2
PTK2	ENSG00000169398	5747	protein tyrosine kinase 2
TUBAL3	ENSG00000178462	79861	tubulin alpha like 3
LENEP	ENSG00000163352	55891	lens epithelial protein
SIRPB2	ENSG00000196209	284759	signal regulatory protein beta 2
CPEB4	ENSG00000113742	80315	cytoplasmic polyadenylation element binding protein 4
ZNF180	ENSG00000167384	7733	zinc finger protein 180
PDC	ENSG00000116703	5132	phosducin
GIF	ENSG00000134812	2694	gastric intrinsic factor
SUGT1	ENSG00000165416	10910	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone
TRIM16L	ENSG00000108448	147166	tripartite motif containing 16 like
JCHAIN	ENSG00000132465	3512	joining chain of multimeric IgA and IgM
EFCAB5	ENSG00000176927	374786	EF-hand calcium binding domain 5
VPS4B	ENSG00000119541	9525	vacuolar protein sorting 4 homolog B
PARD3	ENSG00000148498	56288	par-3 family cell polarity regulator
MED12L	ENSG00000144893	116931	mediator complex subunit 12 like
NYX	ENSG00000188937	60506	nyctalopin
TTC5	ENSG00000136319	91875	tetratricopeptide repeat domain 5
SYPL1	ENSG00000008282	6856	synaptophysin like 1
ERCC3	ENSG00000163161	2071	ERCC excision repair 3, TFIIH core complex helicase subunit
XYLT1	ENSG00000103489	64131	xylosyltransferase 1
XYLT1	ENSG00000285395	64131	xylosyltransferase 1
PAQR4	ENSG00000162073	124222	progestin and adipoQ receptor family member 4
PMPCA	ENSG00000165688	23203	peptidase, mitochondrial processing alpha subunit
TP53AIP1	ENSG00000120471	63970	tumor protein p53 regulated apoptosis inducing protein 1
KCTD16	ENSG00000183775	57528	potassium channel tetramerization domain containing 16
MET	ENSG00000105976	4233	MET proto-oncogene, receptor tyrosine kinase
ORMDL2	ENSG00000123353	29095	ORMDL sphingolipid biosynthesis regulator 2
F7	ENSG00000057593	2155	coagulation factor VII
SMC5	ENSG00000198887	23137	structural maintenance of chromosomes 5
NIPSNAP1	ENSG00000184117	8508	nipsnap homolog 1
EGLN3	ENSG00000129521	112399	egl-9 family hypoxia inducible factor 3
NNT	ENSG00000112992	23530	nicotinamide nucleotide transhydrogenase
SKI	ENSG00000157933	6497	SKI proto-oncogene
SLC5A12	ENSG00000148942	159963	solute carrier family 5 member 12
POLR3E	ENSG00000058600	55718	RNA polymerase III subunit E
POLR3E	ENSG00000284282	55718	RNA polymerase III subunit E
DIO1	ENSG00000211452	1733	iodothyronine deiodinase 1
GSG1L	ENSG00000169181	146395	GSG1 like
ZNRF4	ENSG00000105428	148066	zinc and ring finger 4
RAB43	ENSG00000172780	339122	RAB43, member RAS oncogene family
VLDLR	ENSG00000147852	7436	very low density lipoprotein receptor
ZCCHC16	NA	NA	NA
PPP2CB	ENSG00000104695	5516	protein phosphatase 2 catalytic subunit beta
TMEM42	ENSG00000169964	131616	transmembrane protein 42
TMEM42	ENSG00000280516	131616	transmembrane protein 42
GNAI1	ENSG00000127955	2770	G protein subunit alpha i1
HTR1A	ENSG00000178394	3350	5-hydroxytryptamine receptor 1A
DDX58	ENSG00000107201	23586	DExD/H-box helicase 58
FZD2	ENSG00000180340	2535	frizzled class receptor 2
REXO2	ENSG00000076043	25996	RNA exonuclease 2
SRP72	ENSG00000174780	6731	signal recognition particle 72
SLC30A1	ENSG00000170385	7779	solute carrier family 30 member 1
CHST9	ENSG00000154080	83539	carbohydrate sulfotransferase 9
OR1L8	ENSG00000171496	138881	olfactory receptor family 1 subfamily L member 8
ZNF454	ENSG00000178187	285676	zinc finger protein 454
PADI6	ENSG00000276747	353238	peptidyl arginine deiminase 6
PADI6	ENSG00000280949	353238	peptidyl arginine deiminase 6
XRCC3	ENSG00000126215	7517	X-ray repair cross complementing 3
EGR1	ENSG00000120738	1958	early growth response 1
INSL4	ENSG00000120211	3641	insulin like 4
OSTN	ENSG00000188729	344901	osteocrin
SCN1A	ENSG00000144285	6323	sodium voltage-gated channel alpha subunit 1
RASGRP1	ENSG00000172575	10125	RAS guanyl releasing protein 1
TPR	ENSG00000047410	7175	translocated promoter region, nuclear basket protein
PDXP	ENSG00000241360	57026	pyridoxal phosphatase
SAMD12	ENSG00000177570	401474	sterile alpha motif domain containing 12
GART	ENSG00000159131	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GART	ENSG00000262473	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
TRAF3	ENSG00000131323	7187	TNF receptor associated factor 3
KRTAP4-5	ENSG00000198271	85289	keratin associated protein 4-5
ALDH3A1	ENSG00000108602	218	aldehyde dehydrogenase 3 family member A1
TMEM99	ENSG00000167920	147184	transmembrane protein 99
PCBD2	ENSG00000132570	84105	pterin-4 alpha-carbinolamine dehydratase 2
CDC42EP3	ENSG00000163171	10602	CDC42 effector protein 3
NANS	ENSG00000095380	54187	N-acetylneuraminate synthase
GARS	ENSG00000106105	2617	glycyl-tRNA synthetase
NR3C1	ENSG00000113580	2908	nuclear receptor subfamily 3 group C member 1
PTAFR	ENSG00000169403	5724	platelet activating factor receptor
GTPBP1	ENSG00000100226	9567	GTP binding protein 1
TUBGCP6	ENSG00000128159	85378	tubulin gamma complex associated protein 6
HCRT	ENSG00000161610	3060	hypocretin neuropeptide precursor
ACACA	ENSG00000278540	31	acetyl-CoA carboxylase alpha
ACACA	ENSG00000275176	31	acetyl-CoA carboxylase alpha
ZNF432	ENSG00000256087	9668	zinc finger protein 432
DKK3	ENSG00000050165	27122	dickkopf WNT signaling pathway inhibitor 3
PHEX	ENSG00000102174	5251	phosphate regulating endopeptidase homolog X-linked
UGGT1	ENSG00000136731	56886	UDP-glucose glycoprotein glucosyltransferase 1
PPIE	ENSG00000084072	10450	peptidylprolyl isomerase E
OR4K13	ENSG00000176253	390433	olfactory receptor family 4 subfamily K member 13
FAM134A	NA	NA	NA
ZNF410	ENSG00000119725	57862	zinc finger protein 410
EXOSC6	ENSG00000223496	118460	exosome component 6
UTP15	ENSG00000164338	84135	UTP15, small subunit processome component
APOL3	ENSG00000128284	80833	apolipoprotein L3
OR13D1	ENSG00000179055	286365	olfactory receptor family 13 subfamily D member 1
LRRC14B	ENSG00000185028	389257	leucine rich repeat containing 14B
GSKIP	ENSG00000100744	51527	GSK3B interacting protein
URI1	ENSG00000105176	8725	URI1, prefoldin like chaperone
WBP2	ENSG00000132471	23558	WW domain binding protein 2
SLC7A13	ENSG00000164893	157724	solute carrier family 7 member 13
PTBP2	ENSG00000117569	58155	polypyrimidine tract binding protein 2
LVRN	ENSG00000172901	206338	laeverin
ACTR2	ENSG00000138071	10097	ARP2 actin related protein 2 homolog
MVB12B	ENSG00000196814	89853	multivesicular body subunit 12B
TYR	ENSG00000077498	7299	tyrosinase
LUM	ENSG00000139329	4060	lumican
SPINK1	ENSG00000164266	6690	serine peptidase inhibitor, Kazal type 1
OR5D14	ENSG00000186113	219436	olfactory receptor family 5 subfamily D member 14
CADPS	ENSG00000163618	8618	calcium dependent secretion activator
JMJD8	ENSG00000161999	339123	jumonji domain containing 8
VPS35	ENSG00000069329	55737	VPS35, retromer complex component
TAAR8	ENSG00000146385	83551	trace amine associated receptor 8
WNT4	ENSG00000162552	54361	Wnt family member 4
GPR25	ENSG00000170128	2848	G protein-coupled receptor 25
ARHGEF3	ENSG00000163947	50650	Rho guanine nucleotide exchange factor 3
HPS3	ENSG00000163755	84343	HPS3, biogenesis of lysosomal organelles complex 2 subunit 1
POLDIP2	ENSG00000004142	26073	DNA polymerase delta interacting protein 2
PIK3R4	ENSG00000196455	30849	phosphoinositide-3-kinase regulatory subunit 4
USP35	ENSG00000118369	57558	ubiquitin specific peptidase 35
CES1	ENSG00000198848	1066	carboxylesterase 1
CES1	ENSG00000262243	1066	carboxylesterase 1
WDR48	ENSG00000114742	57599	WD repeat domain 48
RNF168	ENSG00000163961	165918	ring finger protein 168
C15orf48	ENSG00000166920	84419	chromosome 15 open reading frame 48
NDUFA13	ENSG00000186010	51079	NADH:ubiquinone oxidoreductase subunit A13
NBEAL2	ENSG00000160796	23218	neurobeachin like 2
RPL4	ENSG00000174444	6124	ribosomal protein L4
CCZ1B	ENSG00000146574	221960	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
NRF1	ENSG00000106459	4899	nuclear respiratory factor 1
GLS	ENSG00000115419	2744	glutaminase
KRTCAP2	ENSG00000163463	200185	keratinocyte associated protein 2
KIF12	ENSG00000136883	113220	kinesin family member 12
ARL6IP1	ENSG00000170540	23204	ADP ribosylation factor like GTPase 6 interacting protein 1
LRRC37A	ENSG00000176681	9884	leucine rich repeat containing 37A
LRRC37A	ENSG00000278742	9884	leucine rich repeat containing 37A
MREG	ENSG00000118242	55686	melanoregulin
OR1G1	ENSG00000183024	8390	olfactory receptor family 1 subfamily G member 1
COX7C	ENSG00000127184	1350	cytochrome c oxidase subunit 7C
KBTBD7	ENSG00000120696	84078	kelch repeat and BTB domain containing 7
TTC30A	ENSG00000197557	92104	tetratricopeptide repeat domain 30A
ING5	ENSG00000168395	84289	inhibitor of growth family member 5
ADORA3	ENSG00000282608	140	adenosine A3 receptor
DPH1	ENSG00000108963	1801	diphthamide biosynthesis 1
MBIP	ENSG00000151332	51562	MAP3K12 binding inhibitory protein 1
SRSF11	ENSG00000116754	9295	serine and arginine rich splicing factor 11
LRRN4	ENSG00000125872	164312	leucine rich repeat neuronal 4
FUT4	ENSG00000196371	2526	fucosyltransferase 4
RPL36A	ENSG00000241343	6173	ribosomal protein L36a
FAM72D	ENSG00000215784	728833	family with sequence similarity 72 member D
FAM72D	ENSG00000263513	728833	family with sequence similarity 72 member D
SLK	ENSG00000065613	9748	STE20 like kinase
CTDSP1	ENSG00000144579	58190	CTD small phosphatase 1
SEC24C	ENSG00000176986	9632	SEC24 homolog C, COPII coat complex component
